Position Title,Company Name,Salary,city,State Name,Job Title,Skills,Tools
IT SPECIALIST (SYSTEMS ADMINISTRATION) (T32),Department of the Army,$59908,Montgomery,Alabama,IT Specialist,Statistics , 
"IT Specialist (Systems Analysis), ZP-2210-2/3 (MAP)",Department of Commerce,$60129,Silver Spring,Maryland,IT Specialist, ,Cloud 
"IT Specialist (Systems Analysis), ZP-2210-2/3 (DE/CR)",Department of Commerce,$60129,Silver Spring,Maryland,IT Specialist, ,Cloud 
IT Specialist (Network SVC/Systems Admin),Department of Veterans Affairs,$66829,No location provided,,IT Specialist, , 
Supv IT Specialist (Enterprise Architecture/Systems Analysis,Department of the Army,$92143,Fort Gordon,Georgia,IT Specialist, , 
IT Specialist (Information Systems Security Officer - ISSO) - Direct Hire,Other Agencies and Independent Organizations,$11751,Arlington,Virginia,IT Specialist, , 
IT Specialist (Helpdesk Analyst) NF3,Department of the Navy,$35000,Quantico,Virginia,IT Specialist, ,Scala 
IT Specialist (DATAMGT) (Data and Reporting Analyst),Department of the Treasury,$92143,No location provided,,IT Specialist,Data Analysis , 
IT Specialist (Helpdesk Analyst) NF3,Department of the Navy,$35000,Quantico,Virginia,IT Specialist, ,Scala 
IT Specialist (DATAMGT) (Data and Reporting Analyst),Department of the Treasury,$92143,No location provided,,IT Specialist,Data Analysis , 
IT Specialist (DATAMGT) (Data and Reporting Analyst),Department of the Treasury,$92143,No location provided,,IT Specialist,Data Analysis , 
IT Specialist (DATAMGT),Department of Veterans Affairs,$46083,No location provided,,IT Specialist,Statistics ,HTML 
IT Specialist (DATAMGT),Department of the Treasury,$11961,Washington,District of Columbia,IT Specialist, ,"Python, Cloud, Excel, Java  "
IT Specialist (DATAMGT),Department of the Treasury,$11961,Washington,District of Columbia,IT Specialist, ,"Python, Cloud, Java  "
IT SPECIALIST (DATAMGT) T5,Department of the Army,$55355,Phoenix,Arizona,IT Specialist, , 
IT SPECIALIST( DATAMGT),Department of the Air Force,$87198,Andrews AFB,Maryland,IT Specialist, ,AI 
IT Specialist (DATAMGT),Department of the Army,$10369,Fort Meade,Maryland,IT Specialist, ,AI 
IT SPECIALIST (DATAMGT) (T32),Department of the Army,$65792,Montgomery,Alabama,IT Specialist,"Data Visualization, Statistics ","Cloud, Scala "
IT Specialist (APPSW/DATAMGMT),Other Agencies and Independent Organizations,$87198,Arlington,Virginia,IT Specialist, ,"SQL, HTML "
IT SPECIALIST (NETWORK/DATAMGT),Department of the Army,$45393,No location provided,,IT Specialist,Data Mining ,HTML 
IT Specialist (Data Management),Department of Veterans Affairs,$66829,No location provided,,IT Specialist,Data Mining , 
IT Specialist (Data Management),Department of Transportation,$83458,No location provided,,IT Specialist, ,AI 
IT SPECIALIST (DATA MANAGEMENT),Department of Defense,$10369,Bethesda,Maryland,IT Specialist,"Statistics, API ","Spark, Cloud, Hadoop "
IT Specialist (Data Management),Legislative Branch,$10369,District of Columbia,District of Columbia,IT Specialist, , 
IT Specialist (Data Management),Department of the Army,$98151,Key West,Florida,IT Specialist, ,"SQL, JavaScript, CSS "
Supervisory IT Specialist (DATAMGT),Department of Commerce,$10369,Alexandria,Virginia,IT Specialist, , 
Supervisory IT Specialist (DATAMGT),Department of Commerce,$10369,Alexandria,Virginia,IT Specialist, , 
SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,$13164,Wright-Patterson AFB,Ohio,IT Specialist,"Data Analysis, Statistics ","Cloud, AI "
Lead IT Specialist (Network/Data Management),Other Agencies and Independent Organizations,$12253,Washington,District of Columbia,IT Specialist, , 
"Senior IT Specialist, (DATAMGT) CG-2210-15 TEMP PROM NTE 1 YEAR",Other Agencies and Independent Organizations,$12962,Washington,District of Columbia,IT Specialist, ,"Azure, Cloud "
IT Specialist (DATAMGT) (Data and Reporting Analyst),Department of the Treasury,$92143,No location provided,,IT Specialist,Data Analysis , 
IT Specialist (DATAMGT),Department of Veterans Affairs,$46083,No location provided,,IT Specialist,Statistics ,HTML 
IT Specialist (DATAMGT),Department of the Treasury,$11961,Washington,District of Columbia,IT Specialist, ,"Python, Cloud, Excel, Java  "
IT Specialist (DATAMGT),Department of the Treasury,$11961,Washington,District of Columbia,IT Specialist, ,"Python, Cloud, Java  "
IT SPECIALIST (DATAMGT) T5,Department of the Army,$55355,Phoenix,Arizona,IT Specialist, , 
IT SPECIALIST( DATAMGT),Department of the Air Force,$87198,Andrews AFB,Maryland,IT Specialist, ,AI 
IT Specialist (DATAMGT),Department of the Army,$10369,Fort Meade,Maryland,IT Specialist, ,AI 
IT SPECIALIST (DATAMGT) (T32),Department of the Army,$65792,Montgomery,Alabama,IT Specialist,"Data Visualization, Statistics ","Cloud, Scala "
IT Specialist (APPSW/DATAMGMT),Other Agencies and Independent Organizations,$87198,Arlington,Virginia,IT Specialist, ,"SQL, HTML "
IT SPECIALIST (NETWORK/DATAMGT),Department of the Army,$45393,No location provided,,IT Specialist,Data Mining ,HTML 
IT Specialist (Data Management),Department of Veterans Affairs,$66829,No location provided,,IT Specialist,Data Mining , 
IT Specialist (Data Management),Department of Transportation,$83458,No location provided,,IT Specialist, ,AI 
IT SPECIALIST (DATA MANAGEMENT),Department of Defense,$10369,Bethesda,Maryland,IT Specialist,"Statistics, API ","Spark, Cloud, Hadoop "
IT Specialist (Data Management),Legislative Branch,$10369,District of Columbia,District of Columbia,IT Specialist, , 
IT Specialist (Data Management),Department of the Army,$98151,Key West,Florida,IT Specialist, ,"SQL, JavaScript, CSS "
Supervisory IT Specialist (DATAMGT),Department of Commerce,$10369,Alexandria,Virginia,IT Specialist, , 
Supervisory IT Specialist (DATAMGT),Department of Commerce,$10369,Alexandria,Virginia,IT Specialist, , 
SUPERVISORY IT SPECIALIST (DATAMGT/APPSW),Department of the Air Force,$13164,Wright-Patterson AFB,Ohio,IT Specialist,"Data Analysis, Statistics ","Cloud, AI "
Lead IT Specialist (Network/Data Management),Other Agencies and Independent Organizations,$12253,Washington,District of Columbia,IT Specialist, , 
"Senior IT Specialist, (DATAMGT) CG-2210-15 TEMP PROM NTE 1 YEAR",Other Agencies and Independent Organizations,$12962,Washington,District of Columbia,IT Specialist, ,"Azure, Cloud "
IT Specialist (Helpdesk Analyst) NF3,Department of the Navy,$35000,Quantico,Virginia,IT Specialist, ,Scala 
IT Specialist (DATAMGT) (Data and Reporting Analyst),Department of the Treasury,$92143,No location provided,,IT Specialist,Data Analysis , 
IT Specialist (Helpdesk Analyst) NF3,Department of the Navy,$35000,Quantico,Virginia,IT Specialist, ,Scala 
IT Specialist (IT Coordination Unit Leader),Department of Homeland Security,$76180,No location provided,,IT Specialist,Data Analysis , 
IT Specialist (DATAMGT) (Data and Reporting Analyst),Department of the Treasury,$92143,No location provided,,IT Specialist,Data Analysis , 
IT Specialist (Systems Analysis),Department of Veterans Affairs,$66829,No location provided,,IT Specialist, , 
IT Specialist (Systems Analysis),Department of Veterans Affairs,$66829,No location provided,,IT Specialist, , 
IT Specialist (SYSTEMS ANALYSIS),Department of Defense,$92143,No location provided,,IT Specialist, , 
IT SPECIALIST (Operating Systems),Department of the Air Force,$65792,Offutt AFB,Nebraska,IT Specialist,Statistics ,AI 
IT SPECIALIST(Operating Systems),Department of the Navy,$92143,Naval Air Station Pensacola ,Florida,IT Specialist, ,Scala 
IT SPECIALIST (SYSTEMS ADMINISTRATION),Department of the Air Force,$77488,MacDill AFB,Florida,IT Specialist, ,AI 
IT SPECIALIST,Department of the Navy,$34916,No location provided,,IT Specialist,"Data Analysis, Statistics ", 
IT SPECIALIST (NETWORK),Department of the Army,$65792,Walla Walla,Washington,IT Specialist,Statistics ,HTML 
IT SPECIALIST (NETWORK/OS),Department of the Army,$77488,Walla Walla,Washington,IT Specialist, , 
IT SPECIALIST (CUSTSPT),Department of the Air Force,$65180,Moffett Field,California,IT Specialist, ,"HTML, AI "
IT Specialist,Department of Veterans Affairs,$68829,No location provided,,IT Specialist, ,HTML 
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, ,"Python, SQL, JavaScript, HTML "
IT Specialist,Department of Veterans Affairs,$46083,No location provided,,IT Specialist,Statistics , 
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, ,Excel 
IT Specialist (DATAMGT),Department of Veterans Affairs,$46083,No location provided,,IT Specialist,Statistics ,HTML 
IT Specialist,Department of Veterans Affairs,$44519,No location provided,,IT Specialist,Statistics ,HTML 
IT Specialist (PLCYPLN),Department of Veterans Affairs,$79468,No location provided,,IT Specialist, , 
IT Specialist,Department of Health And Human Services,$59908,White Earth,Minnesota,IT Specialist,Statistics , 
IT Specialist,Department of Health And Human Services,$59908,White Earth,Minnesota,IT Specialist,Statistics , 
IT Specialist,Department of Veterans Affairs,$93907,No location provided,,IT Specialist,"Data Collection, Data Analysis ",Cloud 
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, ,Scala 
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, ,Scala 
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, ,Scala 
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, ,Scala 
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, ,Scala 
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, ,Scala 
IT Specialist,Department of Veterans Affairs,$79468,No location provided,,IT Specialist, , 
IT SPECIALIST (APPSW),Department of Agriculture,$77488,New Orleans,Louisiana,IT Specialist, ,SQL 
IT Specialist,Department of Veterans Affairs,$55756,No location provided,,IT Specialist,Statistics ,"SQL, HTML "
IT Specialist,Department of Veterans Affairs,$79468,No location provided,,IT Specialist, ,"Cloud, AI "
IT SPECIALIST (APPSW),Department of Agriculture,$77488,New Orleans,Louisiana,IT Specialist, , 
IT SPECIALIST (SYSADMIN),Department of the Air Force,$71987,Otis ANG Base,Massachusetts,IT Specialist, ,AI 
IT SPECIALIST (CUSTSPT),Department of Defense,$50106,No location provided,,IT Specialist,Statistics , 
IT SPECIALIST (PLCYPLN),Department of the Air Force,$58098,Lincoln,Nebraska,IT Specialist,Statistics ,AI 
IT SPECIALIST (CUSTSPT),Department of the Army,$41971,Lincoln,Nebraska,IT Specialist,Statistics ,AI 
IT SPECIALIST (NETWORK),Department of the Army,$65792,Lincoln,Nebraska,IT Specialist,Statistics ,AI 
IT SPECIALIST (CUSTSPT),Department of the Air Force,$69463,Oklahoma City,Oklahoma,IT Specialist,Statistics ,AI 
IT SPECIALIST (SYSADMIN),Department of the Air Force,$91034,Kahului,Hawaii,IT Specialist,Statistics ,AI 
IT Specialist (SYSADMIN),Department of the Army,$89537,Picatinny Arsenal,New Jersey,IT Specialist, ,Java  
IT Specialist,Department of Veterans Affairs,$66829,No location provided,,IT Specialist, , 
IT Specialist (DATAMGT),Department of the Treasury,$11961,Washington,District of Columbia,IT Specialist, ,"Python, Cloud, Excel, Java  "
IT Specialist (Network),Department of Agriculture,$10369,Washington,District of Columbia,IT Specialist,Statistics , 
IT Specialist (DATAMGT),Department of the Treasury,$11961,Washington,District of Columbia,IT Specialist, ,"Python, Cloud, Java  "
IT SPECIALIST (DATAMGT) T5,Department of the Army,$55355,Phoenix,Arizona,IT Specialist, , 
IT Specialist (APPSW),Department of the Interior,$77488,Boise,Idaho,IT Specialist,Data Analysis , 
IT Specialist,Legislative Branch,$10369,Washington,District of Columbia,IT Specialist, , 
IT Specialist (Network),Department of the Interior,$73827,Pasadena,California,IT Specialist,Statistics , 
IT Specialist,Department of Energy,$98334,Vancouver,Washington,IT Specialist, , 
IT Specialist,Department of Energy,$98334,Vancouver,Washington,IT Specialist, , 
IT SPECIALIST (APPSW),Department of Defense,$78136,No location provided,,IT Specialist, ,SQL 
IT SPECIALIST (APPSW),Department of Defense,$78136,No location provided,,IT Specialist, ,SQL 
IT SPECIALIST (APPSW),Department of the Interior,$92143,No location provided,,IT Specialist, ,Azure 
IT SPECIALIST (APPSW),Department of Defense,$78136,Indianapolis,Indiana,IT Specialist, ,SQL 
IT SPECIALIST (APPSW),Department of Defense,$10369,Fort Belvoir,Virginia,IT Specialist, ,"SQL, Azure, Cloud, HTML, CSS "
IT Specialist (Appsw),Department of Defense,$10369,Fort Belvoir,Virginia,IT Specialist, ,"SQL, Azure, Cloud, HTML "
IT SPECIALIST (APPSW),Department of Defense,$78136,Indianapolis,Indiana,IT Specialist, ,SQL 
IT Specialist (Security),Department of Health And Human Services,$10369,Woodlawn,Maryland,IT Specialist, , 
IT SPECIALIST (SYSADMIN),Department of the Air Force,$77488,Hill AFB,Utah,IT Specialist, ,AI 
IT SPECIALIST (APPSW),Department of Defense,$78136,Indianapolis,Indiana,IT Specialist, ,JavaScript 
IT SPECIALIST (APPSW),Department of Defense,$78136,Indianapolis,Indiana,IT Specialist, ,JavaScript 
IT SPECIALIST (PLCYPLN),Department of the Navy,$77488,Crane,Indiana,IT Specialist, ,"AI, Machine Learning "
IT Specialist (INET),Department of Homeland Security,$84886,Bothell,Washington,IT Specialist, ,"SQL, JavaScript, HTML, Java  "
IT Specialist,Department of Energy,$10369,Washington,District of Columbia,IT Specialist, ,Cloud 
IT SPECIALIST (SYSADMIN),Department of the Navy,$72198,Groton Submarine Base,Connecticut,IT Specialist,Statistics , 
IT SPECIALIST (CUSTSPT),Department of Defense,$92143,No location provided,,IT Specialist, , 
IT Specialist,Department of Energy,$77488,Spokane,Washington,IT Specialist, , 
IT Specialist,Department of Energy,$77488,Spokane,Washington,IT Specialist, , 
IT SPECIALIST (NETWORK),Department of the Navy,$76141,Kaneohe,Hawaii,IT Specialist,Statistics , 
IT Specialist,Department of Agriculture,$59908,Las Cruces,New Mexico,IT Specialist,Statistics , 
IT Specialist (SYSADMIN),Department of the Interior,$10369,Washington,District of Columbia,IT Specialist, , 
IT SPECIALIST (APPSW),Department of the Navy,$78324,Naval Support Activity,Pennsylvania,IT Specialist, ,"Python, JavaScript, HTML, Power BI, Tableau "
IT SPECIALIST (SYSADMIN),Department of the Air Force,$77488,McConnell AFB,Kansas,IT Specialist, ,AI 
IT Specialist (APPSW),Department of the Army,$46531,Key West,Florida,IT Specialist,Statistics ,"SQL, HTML, CSS, Java  "
IT Specialist (SYSADMIN),Department of Commerce,$72750,Alexandria,Virginia,IT Specialist, , 
IT SPECIALIST (APPSW),Department of Defense,$78136,Indianapolis,Indiana,IT Specialist, ,SQL 
IT SPECIALIST (APPSW),Department of Defense,$78136,Indianapolis,Indiana,IT Specialist, ,SQL 
IT SPECIALIST (NETWORK),Department of the Navy,$10369,Fort Meade Naval Facilities,Maryland,IT Specialist, , 
IT Specialist,Department of Transportation,$85209,Atlantic City,New Jersey,IT Specialist, , 
IT Specialist,Department of Transportation,$85209,Atlantic City,New Jersey,IT Specialist, , 
IT SPECIALIST (APPSW),Department of Defense,$92914,No location provided,,IT Specialist, , 
IT SPECIALIST (APPSW),Department of Defense,$92914,No location provided,,IT Specialist, , 
IT Specialist (CustSpt),Department of the Interior,$50106,No location provided,,IT Specialist,Statistics , 
