Job Title,Category,Skills,Tools,Type,Salary
Data Resource Analyst,Data Analyst,Statistics , ,Non-Government,
REMOTE Client Data Analyst,Data Analyst,"Data Visualization, Data Analysis ","Python, SQL, Excel, Power BI, Tableau ",Non-Government,
Reporting and Operations Data Analyst - Manufacturer Solutio...,Data Analyst, ,"SQL, Excel ",Non-Government,
IT Data/Voice Analyst,Data Analyst, , ,Non-Government,"$62,978 - $90,180 a year"
"Analyst, Data Analyst",Data Analyst,"Data Mining, Data Analysis ","Python, SQL, Tableau ",Non-Government,$26.44 - $36.40 an hour
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,"$70,000 - $95,000 a year"
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,
Sr. Data Analyst,Data Analyst, ,"SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,
Staff Data Analyst (People Analytics),Data Analyst,"Data Visualization, Data Analysis, Statistics ","Python, Excel, Tableau, Scala ",Non-Government,
"Senior Data Analyst, Operations",Data Analyst,"Data Mining, Data Analysis ","Excel, Tableau ",Non-Government,"$75,000 a year"
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,
DATA ANALYST,Data Analyst,"Data Collection, Data Visualization, Data Extraction, Statistics ",Python ,Non-Government,
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,
Data and Research Analyst,Data Analyst,Data Analysis ,"Machine Learning, Deep Learning, AI ",Non-Government,
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,$55 - $65 an hour
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,"$65,000 - $75,000 a year"
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,"Up to $120,000 a year"
Senior Data Analyst,Data Analyst,"Data Mining, Data Analysis ","Excel, Tableau ",Non-Government,$50 - $70 an hour
Data Analyst - Remote,Data Analyst, ,"SQL, Excel ",Non-Government,
DATA ANALYST,Data Analyst,"Data Collection, Data Visualization, Data Extraction, Statistics ",Python ,Non-Government,$25.58 - $45.52 an hour
HR Data Analyst,Data Analyst, ,Excel ,Non-Government,
DATA EXTRACTION ANALYST,Data Analyst,Data Extraction ,"Python, SQL ",Non-Government,
Performance Business Analyst - Remote,Data Analyst, ,Excel ,Non-Government,"$80,000 - $90,000 a year"
Sr. Analyst Data Scientist,Data Analyst,"Data Mining, Data Analysis, Statistics ","Python, SQL, Google Cloud, Cloud, Machine Learning ",Non-Government,
Analyst- Personalization Athlete Data (REMOTE),Data Analyst,"Data Visualization, ETL ", ,Non-Government,
Junior Data Analyst,Data Analyst,Statistics ,"SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,Data Analysis ,"Python, SQL, Azure, Snowflake, Excel ",Non-Government,
Data Analyst 2,Data Analyst,"Data Visualization, Data Analysis, ETL, Statistics ","Python, SQL, Spark, Azure, Cloud, Snowflake, Excel, Power BI, Tableau, Hadoop, Machine Learning ",Non-Government,
Clinical Practice Data Analyst Coordinator,Data Analyst, , ,Non-Government,"$5,703 a month"
IT Business Analyst,Data Analyst,ETL ,"SQL, Excel, Scala ",Non-Government,
Business Analyst,Data Analyst, ,Excel ,Non-Government,
Real Estate Data Analyst,Data Analyst,Statistics ,"SQL, Excel, Tableau ",Non-Government,"$45,000 - $60,000 a year"
Fixed Income Business System Analyst,Data Analyst,Statistics ,SQL ,Non-Government,$80 - $95 an hour
Internal Mortgage Risk Analyst,Data Analyst, ,Excel ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Business Analyst,Data Analyst, ,Excel ,Non-Government,"$50,000 - $65,000 a year"
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,"$70,000 - $80,000 a year"
Senior Data Analyst,Data Analyst,Statistics ,"Python, SQL, Tableau ",Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
"Performance Health Manager, Data & Systems Development / Spo...",Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel, Power BI ",Non-Government,"Up to $85,000 a year"
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
BI Data Analyst,Data Analyst,Data Visualization ,"SQL, Excel ",Non-Government,"$65,000 - $82,000 a year"
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Data Analyst 2,Data Analyst,"Data Visualization, Data Analysis, ETL, Statistics ","Python, SQL, Spark, Azure, Cloud, Snowflake, Excel, Power BI, Tableau, Hadoop, Machine Learning ",Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,"Up to $70,000 a year"
Enterprise Data Analyst I,Data Analyst, ,"Excel, Scala ",Non-Government,
DATA EXTRACTION ANALYST,Data Analyst,Data Extraction ,"Python, SQL ",Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,"$66,000 - $72,000 a year"
Data Analyst - Remote,Data Analyst, ,"SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Business Analyst-Entry Level,Data Analyst,Statistics ,"Python, SQL, Excel ",Non-Government,From $30 an hour
Senior Data Analyst,Data Analyst,Statistics ,"Python, SQL, Tableau ",Non-Government,
Business Analyst,Data Analyst, ,Excel ,Non-Government,$70 - $80 an hour
Telecom - Data Analyst 4-Vertica - Database Administrator (D...,Data Analyst, , ,Non-Government,$90 - $95 an hour
Data Analyst with SQL,Data Analyst, ,"Python, SQL ",Non-Government,
Data Visualization Analyst (Remote),Data Analyst,Data Visualization ,"SQL, JavaScript ",Non-Government,
Business Analyst,Data Analyst, ,Excel ,Non-Government,
Sr Data Analyst,Data Analyst, ,"Python, SQL, Tableau ",Non-Government,
Sr. Data Analyst,Data Analyst, ,"SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,"$52,000 - $68,000 a year"
"L'Oreal USA, Manager Advanced Analytics & Data Analyst",Data Analyst,"Data Mining, Data Analysis, Statistics ",Machine Learning ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Senior Data Analyst,Data Analyst,Statistics ,"Python, SQL, Tableau ",Non-Government,
ASSOCIATE IN DATA ANALYTICS,Data Analyst, , ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,"$120,000 a year"
"Data Analyst, Networks",Data Analyst,"Data Mining, Data Visualization, Statistics ","SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Remote/Virtual Data Analyst,Data Analyst, ,"Python, SQL, Cloud, Snowflake, Excel, Power BI ",Non-Government,
"Senior Data Analyst (Remote, USA)",Data Analyst,Data Analysis ,"SQL, Tableau ",Non-Government,"$78,000 - $105,000 a year"
DATA ANALYST,Data Analyst,Data Analysis ,"SQL, Excel ",Non-Government,"$65,000 - $70,000 a year"
Sr Data Analyst - Data Platform,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Visualization Analyst,Data Analyst,Data Visualization ,"SQL, JavaScript ",Non-Government,
Data Analyst (Remote),Data Analyst,Data Analysis ,"Python, Spark, Machine Learning ",Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Environmental Sustainability Principal Data Insight Analyst,Data Analyst, ,"Excel, Tableau, Alteryx ",Non-Government,"$83,600 - $125,400 a year"
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,$50 - $80 an hour
Data Analyst,Data Analyst,Statistics ,SQL ,Non-Government,"$71,213 - $93,467 a year"
"Data Analyst, Marketing",Data Analyst,Data Mining ,"Python, SQL, Excel, Tableau, Hadoop ",Non-Government,
Junior Data Analyst,Data Analyst,Data Mining ,"SQL, Excel ",Non-Government,
Senior Data Analyst (Remote),Data Analyst,"Data Mining, Data Visualization, Data Analysis ","SQL, Excel ",Non-Government,
Entry level Data Analyst,Data Analyst,Data Analysis ,SQL ,Non-Government,"$55,000 - $59,000 a year"
Sr Data Analyst - Data Platform,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data and Research Analyst,Data Analyst,Data Analysis ,"Machine Learning, Deep Learning, AI ",Non-Government,
Sr Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
"Data Analyst, Placement Optimization",Data Analyst,Statistics ,"SQL, Excel, Alteryx ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,"$40,240 - $106,485 a year"
"Product Analyst, Data Science",Data Analyst,"Data Analysis, ETL, Statistics ","SQL, Excel ",Non-Government,
Data Analyst – Data Entry,Data Analyst, , ,Non-Government,
Business Analyst With Healthcare Domain,Data Analyst, , ,Non-Government,"$51,558 - $116,001 a year"
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Statistical Data Analyst,Data Analyst,"Data Extraction, Data Analysis, Statistics ","SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst - EdTech - 100% remote - US based,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,"$75,000 - $105,000 a year"
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Enterprise Data Analyst I,Data Analyst, ,"Excel, Scala ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,"$70,000 - $130,000 a year"
Senior Data Analyst - Digital Customer Experience - Discover...,Data Analyst,Data Visualization ,"SQL, Tableau, Machine Learning, AI ",Non-Government,"Up to $155,700 a year"
"Senior Data Analyst, Subscriber Analytics",Data Analyst,"Data Visualization, Statistics ","Python, SQL, Snowflake, Excel, Tableau, Hadoop ",Non-Government,
ASSOCIATE IN DATA ANALYTICS,Data Analyst, , ,Non-Government,
BI Data Analyst,Data Analyst,Data Analysis ,Excel ,Non-Government,Up to $46 an hour
Data Analyst 2 - Fraud Strategy,Data Analyst, ,"Python, SQL ",Non-Government,"Up to $112,700 a year"
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst - Call Center Operations,Data Analyst,"Data Visualization, Data Analysis ","SQL, Excel, Power BI, Tableau ",Non-Government,
"Data Analyst, User Growth - TikTok US - Tech Services",Data Analyst,"Data Mining, Statistics ","Python, SQL, Excel, Tableau ",Non-Government,
Data Delivery Analyst,Data Analyst, ,"Python, SQL ",Non-Government,
Senior Data Analyst (Remote),Data Analyst,"Data Mining, Data Visualization, Data Analysis ","SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,"$60,000 - $70,000 a year"
Data Analyst (Microsoft Azure),Data Analyst,ETL ,Azure ,Non-Government,From $45 an hour
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Senior Data Analyst,Data Analyst,Data Visualization ,"SQL, Tableau, Machine Learning, AI ",Non-Government,"From $130,000 a year"
Data Analyst I - Neurosurgery,Data Analyst,"Data Analysis, Statistics ",Excel ,Non-Government,
Data Analyst thru Data Analyst Senior II,Data Analyst,"Data Collection, Statistics ","Python, SQL, Spark, Excel, Tableau ",Non-Government,"$64,100 - $107,500 a year"
Data Visualization Analyst (Remote),Data Analyst,Data Visualization ,"SQL, JavaScript ",Non-Government,
NM Capital Data Analyst,Data Analyst,Statistics ,"Python, SQL, Spark, DataBricks, Snowflake, Excel, Power BI ",Non-Government,
REMOTE - Data Analyst,Data Analyst,"Data Mining, Data Analysis, Statistics ","Python, SQL, Excel, Power BI, Tableau ",Non-Government,
Business Analyst 4-Ops,Data Analyst, ,Excel ,Non-Government,"$75,000 - $167,000 a year"
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,"$70,000 - $100,000 a year"
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Junior Data Analyst,Data Analyst,"Data Mining, Data Collection, Data Analysis, Statistics ","SQL, Excel, Power BI ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Reporting and Operations Data Analyst - Manufacturer Solutio...,Data Analyst, ,"SQL, Excel ",Non-Government,
Sr. Business Data Analyst,Data Analyst, ,"SQL, Excel ",Non-Government,
"Sr. Analyst, Direct-to-Consumer Insights & Data Visualizatio...",Data Analyst,"Data Visualization, Statistics ","Python, SQL, Excel, Tableau ",Non-Government,
Data Visualization Analyst (US Citizenship Required),Data Analyst,"Data Visualization, Data Analysis ","Excel, Power BI, Tableau ",Non-Government,"$40,401 - $120,412 a year"
Senior Resource Analyst - Immediate Interviews!,Data Analyst, , ,Non-Government,
Data Analyst,Data Analyst,"Data Visualization, ETL, Statistics ","Python, SQL, Power BI, Tableau ",Non-Government,
Digtial Data Analyst,Data Analyst, ,"SQL, Cloud, Excel, Power BI, Tableau ",Non-Government,
Operations Data Analyst,Data Analyst, ,"SQL, Excel ",Non-Government,
Fixed Income Business System Analyst,Data Analyst,Statistics ,SQL ,Non-Government,$80 - $95 an hour
Sr Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
Junior Data Analyst,Data Analyst,"Data Mining, Data Collection, Data Analysis, Statistics ","SQL, Excel, Power BI ",Non-Government,
Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
Acoustic Data Analyst,Data Analyst, ,"Python, Spark, Cloud, PyTorch, Machine Learning, Deep Learning, AI ",Non-Government,
Entry Level Financial Data Analyst,Data Analyst,API ,Excel ,Non-Government,"From $45,000 a year"
DBI-Data Science Analyst I (Non-Civil Service),Data Analyst,"Data Mining, Data Visualization, Data Analysis, Statistics ","Python, SQL, Excel, Tableau ",Non-Government,"$57,656 - $72,070 a year"
Senior Data Analyst,Data Analyst,"Data Integration, Data Visualization, Data Analysis, Statistics, API ","Python, SQL, JavaScript, Excel ",Non-Government,
Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
Data Analyst I-II,Data Analyst,"Data Mining, ETL ","SQL, Tableau ",Non-Government,
IT Data Analyst (Contract),Data Analyst, ,"Excel, Tableau ",Non-Government,
BI Data Analyst,Data Analyst,Data Analysis ,Excel ,Non-Government,Up to $46 an hour
Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
"Product Analyst, Data Science",Data Analyst,"Data Analysis, ETL, Statistics ","SQL, Excel ",Non-Government,
Data Analyst - Tiktok Ads,Data Analyst,"Data Visualization, Data Analysis, Statistics ","Python, SQL, Excel, Tableau, Hadoop ",Non-Government,
"Data Analytics Analyst, Sr (Atlanta or Naperville)",Data Analyst,ETL ,"SQL, Excel, Scala ",Non-Government,
"Data Analyst, Ads Finance",Data Analyst,Data Analysis ,"SQL, Scala ",Non-Government,
Data Science Analyst,Data Analyst,"Data Mining, Data Visualization, Data Analysis, Statistics ","Python, SQL, Excel, Tableau ",Non-Government,"$76,880 - $120,000 a year"
Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
Business Analyst,Data Analyst,Data Mining ,Excel ,Non-Government,
Financial Data Analyst,Data Analyst,API ,Excel ,Non-Government,
Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
Data Engineer/Analyst,Data Analyst,ETL ,"Python, SQL, Spark, Tableau, Scala ",Non-Government,"$90,000 a year"
Data Analyst Wizarding World Digital,Data Analyst,"Data Collection, Statistics ","Python, SQL, Tableau ",Non-Government,
Senior Analyst - Data Innovation,Data Analyst,"Data Visualization, Data Analysis ","Python, SQL, Tableau ",Non-Government,
Data Analyst - EdTech - 100% remote - US based,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,"$75,000 - $105,000 a year"
Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
IT Data Analyst,Data Analyst, ,"Excel, Tableau ",Non-Government,
Senior Data Analyst / Engineer,Data Analyst,"Data Visualization, Data Analysis ","Python, SQL, Excel ",Non-Government,$85 - $95 an hour
Reporting and Operations Data Analyst - Manufacturer Solutio...,Data Analyst, ,"SQL, Excel ",Non-Government,
Data Analyst,Data Analyst,"Data Analysis, Statistics ","Python, SQL, Excel ",Non-Government,
